CVE ID,CWE NAME,CWE ID,PRODUCT,Publish Date,Vulnerability Type(s)
CVE-2008-2954,CWE-20 - CWE definition,20,Direct Connect,2008-07-01,DoS
CVE-2008-2953,CWE-20 - CWE definition,20,Direct Connect,2008-07-01,DoS
