CVE ID,CWE NAME,CWE ID,PRODUCT,Publish Date,Vulnerability Type(s)
CVE-2016-5343,CWE-119 - CWE definition,119,Linux Kernel-rt,2016-10-10,DoS Overflow Mem. Corr.
CVE-2016-3707,CWE-284 - CWE definition,284,Linux Kernel-rt,2016-06-27,Exec Code
