CVE ID,CWE NAME,CWE ID,PRODUCT,Publish Date,Vulnerability Type(s)
CVE-2011-0464,,,Vibe Onprem,2011-03-09,Exec Code
CVE-2010-4322,CWE-79 - CWE definition,79,Vibe Onprem,2011-01-07,XSS
