CVE ID,CWE NAME,CWE ID,PRODUCT,Publish Date,Vulnerability Type(s)
CVE-2002-1418,,,Small Business Suite,2003-04-11,DoS Overflow
CVE-2002-1417,,,Small Business Suite,2003-04-11,Dir. Trav.
