CVE ID,CWE NAME,CWE ID,PRODUCT,Publish Date,Vulnerability Type(s)
CVE-2008-3158,CWE-264 - CWE definition,264,Novell Client For Windows,2008-07-11,
CVE-2008-0663,,,Novell Client For Windows,2008-02-07,
