CVE ID,CWE NAME,CWE ID,PRODUCT,Publish Date,Vulnerability Type(s)
CVE-2006-6450,,,Zenworks Patch Management Server,2006-12-10,Exec Code Sql
CVE-2005-3315,,,Zenworks Patch Management Server,2005-10-30,Exec Code Sql
