CVE ID,CWE NAME,CWE ID,PRODUCT,Publish Date,Vulnerability Type(s)
CVE-2004-2461,,,Gnubiff,2004-12-31,DoS Exec Code Overflow
CVE-2004-2460,,,Gnubiff,2004-12-31,DoS
CVE-2004-2459,,,Gnubiff,2004-12-31,
