CVE ID,CWE NAME,CWE ID,PRODUCT,Publish Date,Vulnerability Type(s)
CVE-2016-8606,CWE-284 - CWE definition,284,Guile,2017-01-12,Exec Code
CVE-2016-8605,CWE-275 - CWE definition,275,Guile,2017-01-12,
